CITY,STATE,IBGE_ID,CAPITAL,IBGE_RES_POP_ESTR_PERC,IBGE_DU_RATE,IBGE_DU_RURAL_PERC,IBGE_POP_UP_PERC,IBGE_0-14_PERC,IBGE_15-59_PERC,IBGE_60+_PERC,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,REGIAO_TUR,CATEGORIA_TUR,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,CARS_RATE,MOTORCYCLES_RATE,UBER,MCDONALDS,WALMART,POST_OFFICES_RATE,IBGE_POP_10+_2010,IBGE_EDU_0_PERC,IBGE_EDU_1_PERC,IBGE_EDU_2_PERC,IBGE_EDU_3_PERC,IBGE_EDU_NA_PERC,IBGE_ESTIMATED_POP_2017,HOMICIDES,HIDDEN_HOMICIDES,GINI_INDEX_2000,GINI_INDEX_2010,ILLITERACY_RATE_10+_2010,UNEMPLOYMENT_RATE_10+_2010
Juti,MS,5005152,0,0,0.28559322,0.256379822,0.603559322,0.257792755,0.602639708,0.139567537,42510,131878,3648,0.623,0.646,0.77,0.485,-54.60132283,-22.86247183,375.45,189,380,1584.53,Sem Região,Z,Rural Adjacente,136587.32,37535.51,45762.43,38597.18,258482.44,13883.45,272365.89,6476,42057.73,"Agricultura, inclusive apoio à agricultura e a pós colheita",21460445,105,2,0,3,0,0,1,63,7,3,0,1,0,2,3,2,3,2,0,13,0,0,1,64,0,0,0,0,0,0,0.212714673,0.115094908,0,0,0,15.06477855,0.825762712,0.700533662,0.130131363,0.124384236,0.041461412,0.003489327,6553,2,0,0.6252,0.5266,0.165088514,0.440510498
Juvenília,MG,3136959,0,0,0.265241766,0.230515192,0.768044849,0.310218978,0.587135036,0.102645985,620,2341,4340,0.59,0.535,0.776,0.501,-44.15958971,-14.26359456,450.97,42,24,1064.69,Sem Região,Z,Rural Remoto,9198.13,2227.86,12166.03,24.69,48278.11,1538.43,49816.54,5861,8499.67,"Administração, defesa, educação e saúde públicas e seguridade social",,60,1,1,1,0,0,1,28,3,2,0,0,0,1,3,2,4,1,0,12,0,0,0,0,0,0,0,0,0,0,0.050758765,0.067852782,0,0,0,52.32862376,0.816923616,0.683251126,0.129744799,0.124597898,0.039245121,0.022946601,5860,1,1,0.5723,0.5434,0.205288048,0.546861565
Kaloré,PR,4113106,0,0.000887705,0.33777186,0.290407359,0.70328451,0.178289681,0.629851688,0.19185863,21809,62908,1291,0.721,0.673,0.848,0.657,-51.66514193,-23.82343888,513.31,59,276,193.3,Vale Do Ivaí,E,Rural Adjacente,29574.04,4214.5,33534.77,21,88.32,5862.52,94182.95,4402,21395.49,"Agricultura, inclusive apoio à agricultura e a pós colheita",15225033,146,0,0,20,0,3,4,87,4,5,1,0,1,2,1,3,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0.364708714,0.187770823,0,0,0,24.07318247,0.89502885,0.560128936,0.172576246,0.188445326,0.07364245,0.004959088,4368,0,0,0.4668,0.3967,0.107249255,0.234111221
Lábrea,AM,1302405,0,0.000583539,0.198562372,0.292679669,0.620434471,0.362062332,0.570304818,0.06763285,1072,9544,5391,0.531,0.538,0.744,0.374,-64.79477303,-7.261946553,57.51,1096,242,68262.7,Sem Região,Z,Intermediário Remoto,200321.67,10688.8,61061.89,152364.89,424437.25,9298.79,433.74,44071,9841.76,"Administração, defesa, educação e saúde públicas e seguridade social",,180,3,0,21,5,0,1,117,4,8,1,0,0,1,2,2,5,1,0,9,0,0,0,0,1,2,1,2,40874982,58693763,0.00316057,0.038147862,0,0,0,2.210188971,0.74610753,0.766255466,0.101638878,0.102420989,0.02061929,0.009100928,44861,9,0,0.6746,0.5991,0.259547132,0.547735662
Lacerdópolis,SC,4209201,0,0.000909504,0.314688495,0.417630058,0.527512506,0.197413793,0.662068966,0.140517241,1966,6718,125,0.78,0.763,0.883,0.708,-51.56286637,-27.26460009,541.56,89,308,68.86,Sem Região,Z,Rural Adjacente,26863.91,12573.52,28284.95,13.93,81647.97,7225.86,88873.83,2249,39517.04,"Pecuária, inclusive apoio à pecuária",11962004,81,0,0,17,0,0,1,30,17,7,0,0,0,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.421380846,0.163474388,0,0,0,44.54342984,0.882673943,0.557444616,0.165378671,0.215868109,0.061308604,0,2251,0,0,0.5174,0.3925,0.050308008,0.243326489
Ladainha,MG,3137007,0,0.000706132,0.251265152,0.71147541,0.251147464,0.266401125,0.597938144,0.135660731,2948,13206,5318,0.541,0.537,0.754,0.391,-41.74044994,-17.62447967,497.25,92,265,866.29,Pedras Preciosas,D,Rural Adjacente,11902.13,3.14,25402.5,67.22,107660.31,2306.66,109966.97,18066,6086.96,"Administração, defesa, educação e saúde públicas e seguridade social",28871984,76,2,2,1,0,0,1,47,0,3,0,0,1,1,3,4,4,0,1,6,0,0,1,8,0,1,0,1,0,33074565,0.058582048,0.113835571,0,0,0,11.09508488,0.802459692,0.77707707,0.109481558,0.080956222,0.023025592,0.009459559,18152,5,1,0.5287,0.5624,0.264389813,0.492345061
Ladário,MS,5005202,0,0.003109548,0.263903757,0.057562295,0.935668043,0.307763552,0.614110597,0.078125851,49,574,1787,0.7,0.687,0.822,0.618,-57.6024002,-19.00177567,113.55,1307,2637,340.77,Pantanal,D,Urbano,6.05,21359.03,119827.19,118362.37,265600.54,11458.35,277058.89,22228,12464.41,"Administração, defesa, educação e saúde públicas e seguridade social",50411084,118,2,0,7,0,1,4,42,8,9,1,0,0,3,6,3,10,0,6,16,0,0,2,132,1,0,1,0,59636506,0,0.189568095,0.106321839,0,0,0,4.353883664,0.809145129,0.512757513,0.188874189,0.247086247,0.050526051,0.000819001,22590,4,1,0.6054,0.5344,0.062653795,0.423812228
Lafaiete Coutinho,BA,2918704,0,0,0.320174314,0.434747798,0.539348885,0.218631179,0.615969582,0.16539924,896,2930,4178,0.599,0.576,0.771,0.483,-40.21060588,-13.65299942,556.18,94,66,498.1,Sem Região,Z,Rural Adjacente,9120.84,1707.91,8224.42,16907.78,35960.95,985.12,36946.07,3996,9245.76,"Administração, defesa, educação e saúde públicas e seguridade social",15923213,27,2,2,1,0,1,0,11,2,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.045515039,0.088900719,0,0,0,26.61698163,0.86695719,0.722057954,0.118273211,0.141040804,0.018628031,0,3975,3,0,0.5107,0.5143,0.244536326,0.367099823
Lagamar,MG,3137106,0,0,0.350657895,0.316697936,0.670789474,0.211259317,0.649666536,0.139074147,5687,22359,1384,0.718,0.692,0.839,0.637,-46.81253564,-18.17696162,799.6,95,861,1474.56,Sem Região,Z,Rural Adjacente,46694.35,30770.45,41431.91,31.11,150004.9,10255.55,160260.46,7797,20554.12,Demais serviços,16599483,184,0,1,11,0,0,2,72,23,7,4,0,0,7,3,2,8,3,0,41,0,0,0,0,0,1,0,1,0,44318065,0.254883965,0.102399371,0,0,0,39.33394519,0.877236842,0.590970451,0.158242088,0.204439778,0.039448028,0.007049648,7795,0,0,0.5203,0.5023,0.10062799,0.344348086
Lagarto,SE,2803500,0,0,0.291626696,0.473792655,0.491339961,0.256538437,0.644768178,0.098693385,15166,79313,3606,0.625,0.613,0.775,0.515,-37.66635341,-10.91530097,172.29,2347,2275,968.92,Polo Sertão Das Águas,D,Urbano,132504.2,173007.93,506.17,426.26,1237.94,160077.49,1398018.94,103188,13548.27,"Administração, defesa, educação e saúde públicas e seguridade social",160326922,1268,7,2,108,1,0,44,668,36,51,14,9,2,40,69,3,98,45,25,46,0,0,3,316,1,4,1,4,73333858,947490732,0.121427744,0.259693365,0,0,0,3.861898509,0.836877115,0.678876894,0.14457027,0.141761246,0.032032952,0.002758638,104099,44,4,0.5565,0.5069,0.22818301,0.369035008
Lages,SC,4209300,0,0.000523203,0.314770269,0.018648775,0.974280118,0.231859381,0.654601299,0.11353932,12943,63823,228,0.77,0.755,0.867,0.697,-50.33022242,-27.81725946,911.43,9592,38943,2637.66,Serra Catarinense,B,Urbano,115929.73,1095310.9,2299736.9,734247.22,4245224.74,502422.54,4747647.28,158620,29930.95,Demais serviços,447197451,5638,82,6,540,5,14,255,2261,345,331,108,67,71,269,446,14,129,242,86,367,0,0,19,2309,8,7,3,3,981033020,4138694388,0.460768465,0.110546902,1,0,1,1.901827656,0.856763672,0.444413828,0.195326114,0.246674809,0.105899701,0.007692995,158508,13,1,0.6042,0.5592,0.046484822,0.336064964
Lago Da Pedra,MA,2105708,0,0.000867999,0.248746826,0.325569223,0.650478484,0.306712036,0.584834534,0.108453429,5510,11000,4418,0.589,0.561,0.724,0.502,-45.12589136,-4.564744515,75.62,829,426,1240.44,Sem Região,Z,Urbano,35.18,18338.81,154368.22,131305.09,339194.85,22208.52,361403.37,49440,7309.94,"Administração, defesa, educação e saúde públicas e seguridade social",78320611,534,2,0,23,0,1,12,420,2,8,5,0,0,8,7,3,9,11,8,15,0,0,0,0,1,1,1,1,76443063,294604640,0.026767646,0.272004167,0,0,0,2.003566348,0.797886422,0.704588104,0.156436128,0.117435883,0.016970818,0.004569066,49856,17,0,0.6076,0.5615,0.280341555,0.43608082
Lago Do Junco,MA,2105807,0,0,0.24177463,0.606399383,0.364619256,0.308793456,0.588701431,0.102505112,1589,2757,4631,0.581,0.537,0.741,0.492,-45.05134439,-4.607643218,73.38,93,82,328.53,Sem Região,Z,Rural Adjacente,9235.32,3471.17,17081.24,34997.05,64784.77,2153.04,66937.81,10638,6292.33,"Administração, defesa, educação e saúde públicas e seguridade social",30257247,38,1,0,2,0,0,1,26,1,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.015636566,0.12203923,0,0,0,9.252405625,0.791406468,0.714521258,0.137792957,0.114591921,0.032033918,0.001059946,10672,0,1,0.5541,0.6074,0.293125811,0.513736588
Lago Dos Rodrigues,MA,2105948,0,0,0.264690788,0.35336888,0.621760328,0.291787041,0.589352043,0.118860916,1618,6069,4111,0.602,0.555,0.737,0.534,-44.97644233,-4.612375777,61.62,21,59,220.78,Sem Região,Z,Rural Adjacente,16.89,3612.85,20432.9,24959.84,65892.15,2.79,68683.91,8689,7904.7,"Administração, defesa, educação e saúde públicas e seguridade social",16824012,61,0,0,1,0,0,5,43,1,0,1,0,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0.029024637,0.280571493,0,0,0,11.24985938,0.809212215,0.687965752,0.143967021,0.152053274,0.015379737,0.000634216,8664,2,0,0.4928,0.4774,0.268786584,0.417339029
Lago Verde,MA,2105906,0,0,0.239034519,0.652551574,0.327731638,0.332607404,0.567412394,0.099980202,597,986,5115,0.557,0.508,0.731,0.466,-44.93763523,-4.038711295,26.64,80,54,623.24,Sem Região,Z,Rural Adjacente,21.59,3815.49,23382.08,45269.04,94059.24,3043.42,97102.66,15962,6083.36,"Administração, defesa, educação e saúde públicas e seguridade social",,63,2,0,0,0,0,1,26,1,0,1,0,0,0,0,2,22,0,0,8,0,0,0,0,1,0,1,0,22224635,0,0.022840916,0.116180011,0,0,0,6.173220569,0.761419673,0.738219003,0.128760119,0.104644227,0.017980401,0.010396251,16025,4,1,0.5618,0.5135,0.295813081,0.485205082
Lagoa,PB,2508109,0,0,0.28092288,0.485931559,0.492202521,0.236111111,0.611111111,0.152777778,154,63,5001,0.563,0.533,0.747,0.448,-37.91509007,-6.594208613,281.27,6,11,177.9,Sem Região,Z,Rural Adjacente,1393.65,1807.4,7.83,21141.39,32174.57,1358.76,33533.33,4676,7171.37,"Administração, defesa, educação e saúde públicas e seguridade social",,47,0,0,0,0,0,1,26,0,0,2,0,0,0,3,1,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0.035477666,0.147894849,0,0,0,21.37208805,0.850886563,0.752950038,0.115741903,0.118754708,0.005523475,0.007280944,4666,1,0,0.5257,0.4543,0.312861817,0.495343569
Lagoa Alegre,PI,2205557,0,0,0.245254745,0.613543788,0.379120879,0.311594203,0.58168643,0.106719368,1343,1892,5202,0.55,0.538,0.728,0.425,-42.61674254,-4.508729749,111.43,102,43,394.66,Sem Região,Z,Rural Adjacente,4035.03,2306.44,12152.03,33328.71,51822.2,2410.73,54232.93,8365,6483.31,"Administração, defesa, educação e saúde públicas e seguridade social",,79,0,0,0,0,0,3,61,2,0,0,0,0,0,0,2,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0.030338664,0.108654751,0,0,0,11.75917215,0.813311688,0.760939659,0.129279902,0.086135421,0.022570244,0.000921234,8395,1,1,0.5139,0.5348,0.284331797,0.417204301
Lagoa Bonita Do Sul,RS,4311239,0,0,0.32231405,0.847319347,0.14312547,0.220472441,0.580052493,0.199475066,4878,46375,2675,0.67,0.696,0.801,0.539,-53.01698318,-29.4941314,590.27,77,38,109.28,Sem Região,Z,Rural Adjacente,26404.06,1859.36,7178.29,15156.65,50598.37,1295.45,51.89,2839,18278.91,"Agricultura, inclusive apoio à agricultura e a pós colheita",11162449,50,0,0,3,0,0,0,13,7,2,0,0,0,1,0,2,5,1,1,15,0,0,0,0,0,0,0,0,0,0,0.301317614,0.104368932,0,0,0,34.6740638,0.854996243,0.660369069,0.195518453,0.130492091,0.013181019,0,2852,1,0,,0.4301,0.096802453,0.213315813
Lagoa D'Anta,RN,2406205,0,0,0.270916974,0.349140486,0.638349125,0.29509434,0.593710692,0.111194969,797,2412,4137,0.601,0.58,0.739,0.507,-35.59979518,-6.391502323,147.21,54,60,105.65,Sem Região,Z,Rural Adjacente,1468.34,1532.87,11631.2,32.12,46755.84,1.67,48422.85,6743,7181.2,"Administração, defesa, educação e saúde públicas e seguridade social",14134344,34,0,0,0,0,0,0,20,1,0,0,0,0,0,1,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0.065398335,0.109988109,0,0,0,14.86325803,0.822225791,0.702539063,0.1265625,0.147265625,0.023828125,0,6793,2,0,0.5935,0.5408,0.30629398,0.407349492
Lagoa Da Canoa,AL,2704104,0,0,0.263945205,0.502387378,0.501205479,0.307423199,0.590576145,0.102000656,3815,7361,5183,0.552,0.541,0.703,0.443,-36.73578926,-9.830875657,279.38,139,105,83.62,Sem Região,Z,Rural Adjacente,15787.88,5007.09,32320.19,69.36,122475.85,3622.44,126098.29,18256,6907.22,"Administração, defesa, educação e saúde públicas e seguridade social",,66,0,0,4,0,2,3,44,1,2,1,0,0,0,1,1,2,0,2,3,0,0,0,0,1,0,1,0,8049111,0,0.070759451,0.158023865,0,0,0,5.576000892,0.816986301,0.754929577,0.123809524,0.105030181,0.014755198,0.00147552,18175,14,0,0.5003,0.5269,0.357378151,0.503529412
Lagoa Da Confusão,TO,1711902,0,0,0.211165524,0.168831169,0.616160627,0.310602448,0.636782705,0.052614847,104781,421781,3555,0.627,0.63,0.787,0.496,-49.62008534,-10.78869556,188.21,357,270,10564.68,Ilha Do Bananal,D,Rural Remoto,217672.87,27937.43,106059.96,71.27,422938.25,27122.98,450061.23,12501,36002.02,"Agricultura, inclusive apoio à agricultura e a pós colheita",28224297,220,23,1,16,0,0,12,104,13,14,1,0,4,10,7,2,6,3,2,2,0,0,6,360,0,2,0,2,0,235322733,0.072042351,0.131809115,0,0,0,7.672241829,0.779627816,0.628517588,0.163065327,0.167211055,0.040075377,0.001005025,12808,2,0,0.6617,0.5102,0.130015045,0.384152457
Lagoa Da Prata,MG,3137205,0,0.000152227,0.305149617,0.026368301,0.968510786,0.225682594,0.674353332,0.099964074,10488,57062,973,0.732,0.72,0.832,0.655,-45.54169203,-20.02376533,655.97,2407,4683,439.98,Sem Região,Z,Urbano,44.73,344532.32,622.58,188481.34,1200328.81,177114.98,1377443.78,50714,27161.02,Demais serviços,88144593,1328,15,4,169,0,2,74,591,96,66,20,12,21,53,68,2,23,45,15,52,0,0,2,154,2,2,2,2,66309019,602255555,0.31919924,0.226875448,0,0,0,5.813840817,0.862321677,0.5519885,0.180969914,0.19214183,0.062794744,0.01213023,51204,7,2,0.5183,0.4607,0.059074392,0.309932371
Lagoa De Dentro,PB,2508208,0,0,0.294708277,0.436003683,0.539348711,0.257610063,0.577861635,0.164528302,919,13557,4858,0.57,0.539,0.772,0.444,-35.37704365,-6.67059905,152.54,111,93,84.51,Brejo,D,Rural Adjacente,6698.9,2247.72,17355.11,37.65,63956.4,2.65,66609.13,7645,8712.77,"Administração, defesa, educação e saúde públicas e seguridade social",19490009,53,0,0,1,0,0,0,28,0,0,0,0,0,1,3,3,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0.078764883,0.140259061,0,0,0,13.08386759,0.834056988,0.765576704,0.096469823,0.115178136,0.022287295,0.000488043,7670,3,0,0.5091,0.5308,0.284506584,0.427085027
Lagoa De Itaenga,PE,2608503,0,0,0.282395082,0.152211176,0.827823225,0.280610455,0.618407204,0.100982341,1645,6127,4113,0.602,0.555,0.774,0.509,-35.29280365,-7.932378179,179.35,314,328,57.28,Sem Região,Z,Urbano,15.91,88.76,78458.22,86755.95,269883.5,19393.87,289277.38,21308,13576,"Administração, defesa, educação e saúde públicas e seguridade social",,193,1,0,17,0,0,3,121,10,6,0,0,1,0,5,4,7,2,4,12,0,0,0,0,0,1,0,1,0,68016105,0.075851755,0.131280086,0,0,0,4.673552367,0.827387579,0.715497572,0.141461417,0.124729421,0.017668051,0.000702042,21338,18,1,0.5187,0.4681,0.238991498,0.463207271
Lagoa De Pedras,RN,2406304,0,0,0.280440693,0.658673469,0.318929747,0.252131,0.592642441,0.155226559,724,3117,5168,0.55,0.529,0.734,0.436,-35.43348273,-6.149739102,85.88,118,45,117.97,Sem Região,Z,Rural Adjacente,5476.84,2896.52,9249.59,35053.11,52.68,1428.41,54104.47,7529,7186.14,"Administração, defesa, educação e saúde públicas e seguridade social",,36,1,0,3,0,0,2,18,2,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068772491,0.113554578,0,0,0,13.32800213,0.81342109,0.771503958,0.118029903,0.096218118,0.014248021,0,7579,1,3,0.5936,0.5186,0.335150343,0.417794971
Lagoa De São Francisco,PI,2205573,0,0,0.258797882,0.676293622,0.324976643,0.346909439,0.566842357,0.086248203,2073,1229,5405,0.529,0.499,0.743,0.4,-41.60546869,-4.392746387,375.61,52,17,155.64,Sem Região,Z,Rural Adjacente,1016.51,1450.33,7.81,26.51,36781.91,1254.71,38036.63,6630,5737.05,"Administração, defesa, educação e saúde públicas e seguridade social",13959240,33,0,0,0,0,0,1,24,0,0,0,0,0,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.032502226,0.115909766,0,0,0,14.84119917,0.814076612,0.789977047,0.123947972,0.063695486,0.022188217,0,6646,0,0,0.5385,0.5271,0.296991761,0.533052309
Lagoa De Velhos,RN,2406403,0,0,0.282983508,0.301986755,0.669415292,0.277715566,0.59406495,0.128219485,232,136,4420,0.589,0.566,0.789,0.458,-35.87069883,-5.999915519,149.01,76,34,111.61,Sem Região,Z,Rural Adjacente,1797.21,4634.67,5173.69,17.34,28941.98,0.72,29660.82,2768,10715.61,"Administração, defesa, educação e saúde públicas e seguridade social",,21,0,0,3,0,1,5,7,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099231051,0.123031856,0,0,0,36.61662395,0.82946027,0.722548577,0.131043832,0.120198825,0.026208766,0,2771,0,0,0.5494,0.4248,0.249886827,0.417383431
Lagoa Do Barro Do Piauí,PI,2205565,0,0,0.257351315,0.756872852,0.219765642,0.234406439,0.660965795,0.104627767,2787,892,5526,0.502,0.474,0.744,0.358,-41.53027541,-8.482437115,424.18,25,23,1329.67,Polo Das Origens,D,Rural Adjacente,2518.65,851.84,6168.11,19.55,29089.15,1210.79,30299.94,4580,6615.71,"Administração, defesa, educação e saúde públicas e seguridade social",,32,0,0,0,1,0,0,21,0,2,0,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0.037825059,0.055877928,0,0,0,21.49151085,0.822684059,0.789572696,0.114485353,0.06987369,0.026068261,0,4582,0,0,0.6349,0.5974,0.253675488,0.561614542
Lagoa Do Carro,PE,2608453,0,0,0.288498782,0.267215245,0.651215093,0.263910207,0.641020721,0.095069071,234,1225,3945,0.609,0.566,0.789,0.505,-35.31260192,-7.844232495,122.05,444,297,69.67,Engenhos E Maracatus,D,Intermediário Adjacente,52569.37,7185.35,58731.89,69541.53,188028.14,13624.02,201652.16,17654,11422.46,"Administração, defesa, educação e saúde públicas e seguridade social",34365869,188,6,0,13,1,1,5,85,4,11,0,1,1,3,2,3,22,3,4,23,0,0,0,0,0,0,0,0,0,0,0.069048418,0.080733535,0,0,0,5.590965001,0.831948523,0.702936097,0.125929263,0.154614403,0.014642938,0.002027484,17847,17,2,0.5584,0.455,0.217571021,0.437922742
Lagoa Do Mato,MA,2105922,0,0,0.245747211,0.60364719,0.406804463,0.313399281,0.603866906,0.082733813,5078,9153,4936,0.57,0.525,0.726,0.475,-43.52755912,-6.045277297,220.31,117,16,1512.99,Sem Região,Z,Rural Adjacente,10521.96,2928.04,17900.88,32655.91,64006.79,2623.38,66630.17,11034,6038.62,"Administração, defesa, educação e saúde públicas e seguridade social",23878032,52,1,0,0,0,0,2,42,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.007031598,0.137338674,0,0,0,8.900756564,0.806017926,0.741291274,0.129127425,0.109270396,0.018608873,0.001588562,11048,0,0,0.6879,0.527,0.296422487,0.495627484
Lagoa Do Ouro,PE,2608602,0,0,0.281734257,0.487419544,0.494971975,0.29408826,0.585845129,0.120066611,368,1332,5438,0.525,0.536,0.733,0.369,-36.46431693,-9.124171838,658.38,121,282,198.76,Sem Região,Z,Rural Adjacente,27102.83,2.66,18025.12,54409.7,102193.55,2429.99,104.62,12951,8078.41,"Administração, defesa, educação e saúde públicas e seguridade social",32822580,51,0,0,1,0,0,1,30,1,0,0,0,0,1,3,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0.037045542,0.127898967,0,0,0,22.96211251,0.814704913,0.810805342,0.08427762,0.085188183,0.016086605,0.003743424,13033,4,2,0.6275,0.5188,0.36289181,0.419110212
Lagoa Do Piauí,PI,2205581,0,0,0.275692467,0.55399061,0.432047631,0.282804074,0.621929299,0.095266627,830,1163,4572,0.583,0.548,0.778,0.464,-42.64901321,-5.41214417,112.79,59,17,427.33,Polo Histórico Cultural,E,Rural Adjacente,2631.53,8203.23,9699.54,16225.66,36.76,2.34,39.1,3987,9807.77,"Administração, defesa, educação e saúde públicas e seguridade social",11927919,22,1,1,0,0,0,0,13,0,1,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.035291214,0.11846002,0,0,0,24.67917078,0.829924929,0.733936369,0.142233313,0.101684342,0.022145976,0,3996,1,0,0.522,0.4685,0.248284467,0.413287586
Lagoa Do Sítio,PI,2205599,0,0,0.301649485,0.635680109,0.354226804,0.279394645,0.589639115,0.13096624,7138,10828,5310,0.541,0.504,0.745,0.421,-41.5823863,-6.51534763,441.69,36,25,804.7,Polo Histórico Cultural,E,Rural Adjacente,6031.21,1317.74,6864.13,20419.65,34632.74,1684.99,36317.73,5068,7166.09,"Administração, defesa, educação e saúde públicas e seguridade social",11756040,35,0,0,3,0,0,2,19,0,0,0,0,0,0,1,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0.034342258,0.080131936,0,0,0,19.4024059,0.829690722,0.788518887,0.090457256,0.092196819,0.02360835,0.005218688,5087,0,0,0.6331,0.555,0.329180164,0.439571393
Lagoa Do Tocantins,TO,1711951,0,0,0.255602837,0.273029967,0.72,0.38179669,0.542553191,0.075650118,2505,8125,4665,0.579,0.543,0.758,0.471,-47.56144663,-10.2968867,315.99,28,65,911.34,Sem Região,Z,Rural Adjacente,4.77,660.25,5.08,23271.3,33780.05,998.77,34778.82,4115,8451.72,"Administração, defesa, educação e saúde públicas e seguridade social",10435812,26,1,1,2,0,0,0,14,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.019353316,0.107623318,0,0,0,23.60160491,0.749219858,0.684210526,0.101476713,0.094282469,0.054903446,0.064748201,4191,1,0,0.6734,0.6189,0.20599393,0.498103187
Lagoa Dos Gatos,PE,2608701,0,0.000256164,0.29932757,0.412708601,0.462888248,0.257332595,0.589236303,0.153431101,1336,3052,5188,0.551,0.555,0.725,0.416,-35.90712104,-8.649254865,465.4,107,298,224.95,Encantos Do Agreste,D,Rural Adjacente,4.91,3644.73,23552.06,59048.61,91159.44,3382.53,94541.98,16190,5839.53,"Administração, defesa, educação e saúde públicas e seguridade social",32843854,83,1,0,10,0,0,1,45,0,0,0,0,0,2,1,3,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0.06327635,0.101525028,0,0,0,12.29861026,0.819404419,0.795545135,0.085502149,0.094880813,0.015865572,0.008284486,16218,11,1,0.6152,0.5057,0.349585225,0.417436219
Lagoa Dos Patos,MG,3137304,0,0,0.282366864,0.289186924,0.727337278,0.284087211,0.614708754,0.101204035,725,610,3420,0.634,0.593,0.773,0.556,-44.57833463,-16.9784492,708.84,82,30,600.55,Lago De Irapé,D,Rural Adjacente,9991.88,3653.35,9612.55,18337.95,41595.73,1431.95,43027.68,4260,10100.4,"Administração, defesa, educação e saúde públicas e seguridade social",11794605,48,2,0,1,0,0,1,21,1,0,0,0,0,0,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0.083171678,0.096750727,0,0,0,24.24830262,0.838579882,0.660174993,0.127575501,0.176968671,0.033022862,0.002257973,4248,1,0,0.4363,0.4421,0.140765766,0.327421171
Lagoa Dos Três Cantos,RS,4311270,0,0.002503129,0.349186483,0.465949821,0.505006258,0.159851301,0.630731103,0.209417596,13348,42740,75,0.789,0.765,0.852,0.754,-52.85783524,-28.56946813,484.46,24,160,138.6,Rota Das Terras Encantadas,D,Rural Adjacente,47031.97,2613.47,20712.77,11641.48,82,3979.61,85.98,1649,52140.27,"Agricultura, inclusive apoio à agricultura e a pós colheita",11032438,78,2,0,12,0,0,1,18,4,2,0,0,1,4,2,3,3,1,9,16,0,0,0,0,0,0,0,0,0,0,0.402234637,0.126629423,0,0,0,62.07324643,0.908635795,0.484848485,0.214876033,0.245179063,0.050964187,0.003443526,1650,0,0,0.5023,0.4336,0.021349862,0.195592287
Lagoa Dourada,MG,3137403,0,0,0.26729765,0.414529915,0.560460183,0.230018926,0.657155336,0.112825739,12179,52770,2543,0.68,0.672,0.828,0.554,-44.07111644,-20.91859862,1056.64,512,284,476.69,Trilha Dos Inconfidentes,D,Rural Adjacente,96567.97,9644.46,65920.7,49086.6,221219.72,10.39,231612.15,12999,17817.69,"Agricultura, inclusive apoio à agricultura e a pós colheita",27185470,238,5,1,26,0,0,5,126,19,8,0,2,0,6,5,2,3,3,4,23,0,0,0,0,0,1,0,1,0,151120995,0.228055277,0.235312283,0,0,0,7.720219254,0.845381854,0.697809092,0.117652736,0.144484123,0.032332786,0.007721262,13056,0,0,0.5664,0.5345,0.053775854,0.385088985
